ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES	C_STRUCTURE	PATTERNS
3911	Rupa	squirrel, flying	squirrel, flying	kʰjaw	kʰjaw	kʰ j a w		1063	1063	kʰ j a w	i m n c	1063	squirrelflying	c c c c	637-13/kʰ 165-2/j 634-3/ɔ 569-6/b
3912	Shergaon	squirrel, flying	squirrel, flying	kʰlɛː	kʰlɛː	kʰ l ɛː		530	1061	kʰ l ɛː	i m n	530	squirrelflying	c c c	0/n 0/n 0/n
3913	Khispi	stab	stab	ʥɔk	ʥɔk	dʑ ɔ k		1064	1064	dʑ ɔ k	i n c	1064	stab	c c c	755-2/dʑ 183-38/ɔ 691-69/k
3914	Duhumbi	stab	stab	ʥɔk	ʥɔk	dʑ ɔ k		1064	1064	dʑ ɔ k	i n c	1064	stab	c c c	755-2/dʑ 183-38/ɔ 691-69/k
3915	Khoina	stab	stab	dʐuk	dʐuk	ɖʐ u k		1064	1064	ɖʐ u k	i n c	1064	stab	c c c	755-2/dʑ 183-38/ɔ 691-69/k
3916	Jerigaon	stab	stab	ʥuk	ʥuk	dʑ u k		1064	1064	dʑ u k	i n c	1064	stab	c c c	755-2/dʑ 183-38/ɔ 691-69/k
3919	Rupa	stab	stab	ʥuk	ʥuk	dʑ u k		1064	1064	dʑ u k	i n c	1064	stab	c c c	755-2/dʑ 183-38/ɔ 691-69/k
3920	Shergaon	stab	stab	ʥuk	ʥuk	dʑ u k		1064	1064	dʑ u k	i n c	1064	stab	c c c	755-2/dʑ 183-38/ɔ 691-69/k
3921	Khispi	stand (up)	stand (up)	kʰiŋ	kʰiŋ	kʰ i ŋ		1065	1065	kʰ i ŋ	i n c	1065	standup	c c c	637-13/kʰ 702-4/i 349-10/ŋ
3922	Duhumbi	stand (up)	stand (up)	kʰiŋ	kʰiŋ	kʰ i ŋ		1065	1065	kʰ i ŋ	i n c	1065	standup	c c c	637-13/kʰ 702-4/i 349-10/ŋ
3923	Khoina	stand (up)	stand (up)	tʂʰĩː	tʂʰĩː	ʈʂʰ ĩː		1065	1065	ʈʂʰ ĩː -	i n	1065	standup	c c	637-13/kʰ 702-4/i 349-10/ŋ
3924	Jerigaon	stand (up)	stand (up)	ʨʰĩː	ʨʰĩː	tɕʰ ĩː		1065	1065	tɕʰ ĩː -	i n	1065	standup	c c	637-13/kʰ 702-4/i 349-10/ŋ
3925	Khoitam	stand (up)	stand (up)	ʨʰĩː	ʨʰĩː	tɕʰ ĩː		1065	1065	tɕʰ ĩː -	i n	1065	standup	c c	637-13/kʰ 702-4/i 349-10/ŋ
3926	Rahung	stand (up)	stand (up)	ʨʰĩː	ʨʰĩː	tɕʰ ĩː		1065	1065	tɕʰ ĩː -	i n	1065	standup	c c	637-13/kʰ 702-4/i 349-10/ŋ
3927	Rupa	stand (up)	stand (up)	kʰĩː	kʰĩː	kʰ ĩː		1065	1065	kʰ ĩː -	i n	1065	standup	c c	637-13/kʰ 702-4/i 349-10/ŋ
3928	Shergaon	stand (up)	stand (up)	kʰĩː	kʰĩː	kʰ ĩː		1065	1065	kʰ ĩː -	i n	1065	standup	c c	637-13/kʰ 702-4/i 349-10/ŋ
3931	Khoina	star	star	dy-ʐyk	dy+ʐyk	d y + ʐ y k		543 1066	1067 1066	d y + ʐ y k	i n + i n c	543 1066	da-prefix star	c c + c c c	761-25/d 374-4/i + 613-12/ʑ 50-29/u 691-69/k
3932	Jerigaon	star	star	də-zyk	də+zyk	d ə + z y k		543 1066	1067 1066	d ə + z y k	i n + i n c	543 1066	da-prefix star	c c + c c c	761-25/d 374-4/i + 613-12/ʑ 50-29/u 691-69/k
3933	Khoitam	star	star	ʨʰyŋ-zyk	ʨʰyŋ+zyk	tɕʰ y ŋ + z y k		1067 1066	1067 1066	tɕʰ y ŋ + z y k	i n c + i n c	1067 1066	star star	c c c + c c c	308-13/tɕʰ 50-29/u 774-83/ŋ + 613-12/ʑ 50-29/u 691-69/k
3934	Rahung	star	star	ʨʰyŋ-zyk	ʨʰyŋ+zyk	tɕʰ y ŋ + z y k		1067 1066	1067 1066	tɕʰ y ŋ + z y k	i n c + i n c	1067 1066	star star	c c c + c c c	308-13/tɕʰ 50-29/u 774-83/ŋ + 613-12/ʑ 50-29/u 691-69/k
3935	Rupa	star	star	zyk	zyk	z y k		1066	1066	z y k	i n c	1066	star	c c c	613-12/ʑ 50-29/u 691-69/k
3936	Shergaon	star	star	ʨʰuŋ-zuk	ʨʰuŋ+zuk	tɕʰ u ŋ + z u k		1067 1066	1067 1066	tɕʰ u ŋ + z u k	i n c + i n c	1067 1066	star star	c c c + c c c	308-13/tɕʰ 50-29/u 774-83/ŋ + 613-12/ʑ 50-29/u 691-69/k
3937	Khispi	steal	steal	wu	wu	w u		1068	1069	w u -	i n	1068	steal	c c	716-4/w 239-6/u 231-16/-
3938	Duhumbi	steal	steal	wu	wu	w u		1068	1069	w u -	i n	1068	steal	c c	716-4/w 239-6/u 231-16/-
3939	Khoina	steal	steal	jɔː	jɔː	j ɔː		1068	1068	j ɔː -	i n	1068	steal	c c	716-4/w 239-6/u 231-16/-
3940	Jerigaon	steal	steal	jɔː	jɔː	j ɔː		1068	1068	j ɔː -	i n	1068	steal	c c	716-4/w 239-6/u 231-16/-
3941	Khoitam	steal	steal	jɔː	jɔː	j ɔː		1068	1068	j ɔː -	i n	1068	steal	c c	716-4/w 239-6/u 231-16/-
3942	Rahung	steal	steal	joː	joː	j oː		1068	1068	j oː -	i n	1068	steal	c c	716-4/w 239-6/u 231-16/-
3943	Rupa	steal	steal	jaw	jaw	j a w		1068	1068	j a w	i n c	1068	steal	c c c	716-4/w 239-6/u 231-16/-
3944	Shergaon	steal	steal	jaw	jaw	j a w		1068	1068	j a w	i n c	1068	steal	c c c	716-4/w 239-6/u 231-16/-
3946	Duhumbi	steam	steam	haŋ-pa ~ ɬaŋ-pa	haŋ+pa	h a ŋ + p a		1070 1071	1070 1071	h a ŋ + p a	i n c + i n	1070 1071	steam steam	c c c + c c	289-5/h 689-1/a 711-6/ŋ + 369-9/p 105-3/a
3947	Khoina	steam	steam	kɔ-hɔ̃ː	kɔ+hɔ̃ː	k ɔ + h ɔ̃ː		1074 1070	1074 1073	k ɔ + h ɔ̃ː -	i n + i n	1074 1070	steam steam	c c + c c	0/n 0/n + 289-5/h 689-1/a 711-6/ŋ
3949	Khoitam	steam	steam	a-lũːŋ	a+lũːŋ	a + l ũː ŋ		1072 1070	1072 1070	a + l ũː ŋ	n + i n c	1072 1070	steam steam	c + c c c	0/n + 289-5/h 689-1/a 711-6/ŋ
3950	Rahung	steam	steam	laŋ-poː	laŋ+poː	l a ŋ + p oː		1070 1071	1070 1071	l !a/ũː ŋ + p oː	i n c + i n	1070 1071	steam steam	c c c + c c	289-5/h 689-1/a 711-6/ŋ + 369-9/p 105-3/a
3955	Khoina	stich	stich	ʦɐk	ʦɐk	ts ɐ k		1075	1075	ts ɐ k	i n c	1075	stich	c c c	540-11/ts 411-20/a 691-69/k
3959	Rupa	stich	stich	ʦak ~ ʨak	ʦak	ts a k		1075	1075	ts a k	i n c	1075	stich	c c c	540-11/ts 411-20/a 691-69/k
3960	Shergaon	stich	stich	ʨak	ʨak	tɕ a k		1075	1075	tɕ a k	i n c	1075	stich	c c c	540-11/ts 411-20/a 691-69/k
3961	Khispi	stick	stick	kʰaj	kʰaj	kʰ a j		1076	1076	kʰ a j	i n c	1076	stick	c c c	586-36/kʰ 297-2/a 722-40/j
3962	Duhumbi	stick	stick	kʰɛj	kʰɛj	kʰ ɛ j		1076	1076	kʰ !ɛ/a j	i n c	1076	stick	c c c	586-36/kʰ 297-2/a 722-40/j
3963	Khoina	stick	stick	kʰɐ	kʰɐ	kʰ ɐ		1076	1076	kʰ ɐ -	i n	1076	stick	c c	586-36/kʰ 297-2/a 722-40/j
3964	Jerigaon	stick	stick	kʰɐ	kʰɐ	kʰ ɐ		1076	1076	kʰ ɐ -	i n	1076	stick	c c	586-36/kʰ 297-2/a 722-40/j
3965	Khoitam	stick	stick	kʰɔ	kʰɔ	kʰ ɔ		1076	1076	kʰ ɔ -	i n	1076	stick	c c	586-36/kʰ 297-2/a 722-40/j
3966	Rahung	stick	stick	kʰɔ	kʰɔ	kʰ ɔ		1076	1076	kʰ ɔ -	i n	1076	stick	c c	586-36/kʰ 297-2/a 722-40/j
3967	Rupa	stick	stick	kʰɔ	kʰɔ	kʰ ɔ		1076	1076	kʰ ɔ -	i n	1076	stick	c c	586-36/kʰ 297-2/a 722-40/j
3969	Khispi	stone	stone	luŋ	luŋ	l u ŋ		1077	1077	l u ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3970	Duhumbi	stone	stone	luŋ	luŋ	l u ŋ		1077	1077	l u ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3971	Khoina	stone	stone	lyŋ	lyŋ	l y ŋ		1077	1077	l y ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3972	Jerigaon	stone	stone	lyŋ	lyŋ	l y ŋ		1077	1077	l y ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3973	Khoitam	stone	stone	ryŋ	ryŋ	r y ŋ		1077	1077	r y ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3974	Rahung	stone	stone	ryŋ	ryŋ	r y ŋ		1077	1077	r y ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3975	Rupa	stone	stone	lyŋ	lyŋ	l y ŋ		1077	1077	l y ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3976	Shergaon	stone	stone	luŋ	luŋ	l u ŋ		1077	1077	l u ŋ	i n c	1077	stone	c c c	603-4/l 50-29/u 774-83/ŋ
3977	Khispi	story	story	tam	tam	t a m		1078	1078	t a m	i n c	1078	story	c c c	112-24/t 128-2/a 256-2/m
3978	Duhumbi	story	story	tam	tam	t a m		1078	1078	t a m	i n c	1078	story	c c c	112-24/t 128-2/a 256-2/m
3979	Khoina	story	story	kʰaɹ-tan	kʰaɹ+tan	kʰ a ɹ + t a n		1079 1078	1079 1078	kʰ a ɹ + t a n	i n c + i n c	1079 1078	story story	c c c + c c c	586-36/kʰ 633-69/a 522-8/ɹ + 112-24/t 128-2/a 256-2/m
3981	Khoitam	story	story	tuŋ-lu	tuŋ+lu	t u ŋ + l u		1078 1080	1078 1080	t u ŋ + l u	i n c + i n	1078 1080	story story	c c c + c c	112-24/t 128-2/a 256-2/m + 0/n 0/n
3982	Rahung	story	story	kʰaɹ-tam	kʰaɹ+tam	kʰ a ɹ + t a m		1079 1078	1079 1078	kʰ a ɹ + t a m	i n c + i n c	1079 1078	story story	c c c + c c c	586-36/kʰ 633-69/a 522-8/ɹ + 112-24/t 128-2/a 256-2/m
3985	Khispi	straight	straight	laŋ-ɕum	laŋ+ɕum	l a ŋ + ɕ u m		1081 1081	1081 1081	l a ŋ + l a ŋ	i n c + i n c	1081 1081	straight straight	c c c + c c c	583-8/r 464-6/a 741-1/ŋ + 0/n 0/n 0/n
3986	Duhumbi	straight	straight	raŋ-bu	raŋ+bu	r a ŋ + b u		1081 1083	1081 1083	r a ŋ + b u	i n c + i n	1081 1083	straight straight	c c c + c c	583-8/r 464-6/a 741-1/ŋ + 0/n 0/n
3987	Khoina	straight	straight	a-rɔ̃ː(ŋ)	a+rɔ̃ː	a + r ɔ̃ː		1082 1081	1082 1081	- a + r ɔ̃ː -	n + i n	56 1081	u/a-prefix straight	c + c c	242-2/u 0/n + 583-8/r 464-6/a 741-1/ŋ
3988	Jerigaon	straight	straight	a-rɔ̃ː(ŋ)	a+rɔ̃ː	a + r ɔ̃ː		1082 1081	1082 1081	- a + r ɔ̃ː !-/ŋ	n + i n	56 1081	u/a-prefix straight	c + c c	242-2/u 0/n + 583-8/r 464-6/a 741-1/ŋ
3989	Khoitam	straight	straight	a-rũːŋ	a+rũːŋ	a + r ũː ŋ		1082 1081	1082 1081	- a + r ũː ŋ	n + i n c	56 1081	u/a-prefix straight	c + c c c	242-2/u 0/n + 583-8/r 464-6/a 741-1/ŋ
3990	Rahung	straight	straight	a-rũːŋ	a+rũːŋ	a + r ũː ŋ		1082 1081	1082 1081	- a + r ũː ŋ	n + i n c	56 1081	u/a-prefix straight	c + c c c	242-2/u 0/n + 583-8/r 464-6/a 741-1/ŋ
3991	Rupa	straight	straight	a-rũː	a+rũː	a + r ũː		1082 1081	1082 1081	- a + r ũː -	n + i n	56 1081	u/a-prefix straight	c + c c	242-2/u 0/n + 583-8/r 464-6/a 741-1/ŋ
3992	Shergaon	straight	straight	a-rɔ̃ː	a+rɔ̃ː	a + r ɔ̃ː		1082 1081	1082 1081	- a + r ɔ̃ː -	n + i n	56 1081	u/a-prefix straight	c + c c	242-2/u 0/n + 583-8/r 464-6/a 741-1/ŋ
3993	Khispi	stump (tree)	stump (tree)	dum-ba	dum+ba	d u m + b a		1087 1086	1087 1086	d u m + b a	i n c + i n	1087 462	stumptree ba-suffix	c c c + c c	34-2/tʰ 50-29/u 354-44/m + 694-32/b 633-69/a
3994	Duhumbi	stump (tree)	stump (tree)	tʰum-ba	tʰum+ba	tʰ u m + b a		1087 1086	1087 1086	tʰ u m + b a	i n c + i n	1087 462	stumptree ba-suffix	c c c + c c	34-2/tʰ 50-29/u 354-44/m + 694-32/b 633-69/a
3998	Rahung	stump (tree)	stump (tree)	hiŋ tɔ-rɔm	hiŋ_tɔ+rɔm	h i ŋ _ t ɔ + r ɔ m		1084 1085 1088	1084 1085 1088	h i ŋ + t !- ɔ - + r ɔ m	i n c + i n + i n c	1084 1085 1088	wood stumptree stumptree	c c c + c c + c c c	636-6/h 649-32/i 774-83/ŋ + 589-2/t 61-1/Ø 287-20/ɔ 316-2/m + 0/n 0/n 0/n
3999	Rupa	stump (tree)	stump (tree)	hiŋ tʰrɔm	hiŋ_tʰrɔm	h i ŋ _ tʰ r ɔ m		1084 1085	1084 1085	h i ŋ + tʰ !r ɔ m	i n c + i m n c	1084 1085	wood stumptree	c c c + c c c c	636-6/h 649-32/i 774-83/ŋ + 589-2/t 61-1/Ø 287-20/ɔ 316-2/m
4003	Khoina	suck	suck1	tʂʰajŋ	tʂʰajŋ	ʈʂʰ aj/ai ŋ		1090	1090	ʈʂʰ aj/ai ŋ	i n c	1090	suck	c c c	637-13/kʰ 498-8/ɛ 774-83/ŋ
4004	Jerigaon	suck	suck1	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		1090	1090	tɕʰ ɛ ŋ	i n c	1090	suck	c c c	637-13/kʰ 498-8/ɛ 774-83/ŋ
4006	Rahung	suck	suck1	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		1090	1090	tɕʰ ɛ ŋ	i n c	1090	suck	c c c	637-13/kʰ 498-8/ɛ 774-83/ŋ
4007	Rupa	suck	suck1	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		1090	1090	kʰ ɛ ŋ	i n c	1090	suck	c c c	637-13/kʰ 498-8/ɛ 774-83/ŋ
4009	Khispi	suck	suck2	ʑɔp	ʑɔp	ʑ ɔ p		1089	1089	ʑ ɔ p	i n c	1089	suck	c c c	613-12/ʑ 24-2/ɔ 323-3/p
4010	Duhumbi	suck	suck2	ʑɔp	ʑɔp	ʑ ɔ p		1089	1089	ʑ ɔ p	i n c	1089	suck	c c c	613-12/ʑ 24-2/ɔ 323-3/p
4012	Jerigaon	suck	suck2	zyː	zyː	z yː		1089	1089	z yː -	i n	1089	suck	c c	613-12/ʑ 24-2/ɔ 323-3/p
4013	Khoitam	suck	suck2	zyː	zyː	z yː		1089	1089	z yː -	i n	1089	suck	c c	613-12/ʑ 24-2/ɔ 323-3/p
4014	Rahung	suck	suck2	zyː	zyː	z yː		1089	1089	z yː -	i n	1089	suck	c c	613-12/ʑ 24-2/ɔ 323-3/p
4016	Shergaon	suck	suck2	ziː	ziː	z iː		1089	1089	z iː -	i n	1089	suck	c c	613-12/ʑ 24-2/ɔ 323-3/p
4017	Khispi	sugarcane	sugarcane	(ʨʰula) mej-ʥu	mej+ʥu	m e j + dʑ u		1092 1091	1092 1091	m !e j + !dʑ !u	i n c + i n	1092 1091	sugarcane sugarcane	c c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4018	Duhumbi	sugarcane	sugarcane	mɛj-ʥu	mɛj+ʥu	m ɛ j + dʑ u		1092 1091	1092 1091	m !ɛ j + !dʑ !u	i n c + i n	1092 1091	sugarcane sugarcane	c c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4019	Khoina	sugarcane	sugarcane	ma-ʦʰiː	ma+ʦʰiː	m a + tsʰ iː		1092 1091	1092 1091	m !a - + !tsʰ !iː	i n + i n	1092 1091	sugarcane sugarcane	c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4020	Jerigaon	sugarcane	sugarcane	mə-ʨʰiː-sɔː	mə+ʨʰiː+sɔː	m ə + tɕʰ iː + s ɔː		1092 1091 1094	1092 1091 1094	m !ə - + !tɕʰ !iː + s ɔː	i n + i n + i n	1092 1091 1094	sugarcane sugarcane sugarcane	c c + c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u + 0/n 0/n
4021	Khoitam	sugarcane	sugarcane	mə-ʦʰiː/-ʨʰiː	mə+ʦʰiː	m ə + tsʰ iː		1092 1091	1092 1091	m !ə - + !tsʰ !iː	i n + i n	1092 1091	sugarcane sugarcane	c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4022	Rahung	sugarcane	sugarcane	pʰ-ʨʰiː	pʰ+ʨʰiː	pʰ + tɕʰ iː		1092 1091	1093 1091	pʰ !- - + !tɕʰ !iː	i + i n	1092 1091	sugarcane sugarcane	c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4023	Rupa	sugarcane	sugarcane	mə-ʦʰyː ~ mə-ʨʰiː ~ bə-ʨʰiː	mə+ʦʰyː	m ə + tsʰ yː		1092 1091	1092 1091	m !ə - + !tsʰ !yː	i n + i n	1092 1091	sugarcane sugarcane	c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4024	Shergaon	sugarcane	sugarcane	mi-ʨʰiː	mi+ʨʰiː	m i + tɕʰ iː		1092 1091	1092 1091	m !i - + !tɕʰ !iː	i n + i n	1092 1091	sugarcane sugarcane	c c + c c	616-3/m 244-1/ɛ 722-40/j + 37-1/dʑ 113-1/u
4025	Khispi	sun, day	sun, day	na-mi ~ na-me	na+mi	n a + m i		1096 551	1096 1095	n a + m i	i n + i n	1096 551	sunday sunday	c c + c c	715-37/n 175-10/a + 354-44/m 267-3/i
4026	Duhumbi	sun, day	sun, day	na-mi	na+mi	n a + m i		1096 551	1096 1095	n a + m i	i n + i n	1096 551	sunday sunday	c c + c c	715-37/n 175-10/a + 354-44/m 267-3/i
4027	Khoina	sun, day	sun, day	na-nyː	na+nyː	n a + n yː		1096 1095	1096 1095	n a + n yː	i n + i n	1096 1095	sunday sunday	c c + c c	715-37/n 175-10/a + 715-37/n 451-23/u
4028	Jerigaon	sun, day	sun, day	nə-nyː	nə+nyː	n ə + n yː		1096 1095	1096 1095	n ə + n yː	i n + i n	1096 1095	sunday sunday	c c + c c	715-37/n 175-10/a + 715-37/n 451-23/u
4029	Khoitam	sun, day	sun, day	nə-myː ~ nə-miː	nə+myː	n ə + m yː		1096 551	1096 1095	n ə + m yː	i n + i n	1096 551	sunday sunday	c c + c c	715-37/n 175-10/a + 354-44/m 267-3/i
4030	Rahung	sun, day	sun, day	nə-myː ~ nə-miː	nə+myː	n ə + m yː		1096 551	1096 1095	n ə + m yː	i n + i n	1096 551	sunday sunday	c c + c c	715-37/n 175-10/a + 354-44/m 267-3/i
4031	Rupa	sun, day	sun, day	nə-nyː	nə+nyː	n ə + n yː		1096 1095	1096 1095	n ə + n yː	i n + i n	1096 1095	sunday sunday	c c + c c	715-37/n 175-10/a + 715-37/n 451-23/u
4032	Shergaon	sun, day	sun, day	nə-niː	nə+niː	n ə + n iː		1096 1095	1096 1095	n ə + n iː	i n + i n	1096 1095	sunday sunday	c c + c c	715-37/n 175-10/a + 715-37/n 451-23/u
4033	Khispi	swallow	swallow	ʥu	ʥu	dʑ u		1097	1097	!dʑ u	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4034	Duhumbi	swallow	swallow	ʥu	ʥu	dʑ u		1097	1097	!dʑ u	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4035	Khoina	swallow	swallow	dʐyː	dʐyː	ɖʐ yː		1097	1097	!ɖʐ yː	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4036	Jerigaon	swallow	swallow	gyː	gyː	g yː		1097	1097	!g yː	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4037	Khoitam	swallow	swallow	gyː	gyː	g yː		1097	1097	!g yː	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4038	Rahung	swallow	swallow	gyː	gyː	g yː		1097	1097	!g yː	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4039	Rupa	swallow	swallow	gyː	gyː	g yː		1097	1097	!g yː	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4040	Shergaon	swallow	swallow	giː	giː	g iː		1097	1097	!g iː	i n	1097	swallow	c c	481-1/dʑ 451-23/u
4043	Khoina	sweet	sweet	a-ʦĩː	a+ʦĩː	a + ts ĩː		1099 1098	1099 1098	- a + ts ĩː	n + i n	56 1098	u/a-prefix sweet	c + c c	242-2/u 0/n + 540-11/ts 702-4/i
4045	Khoitam	sweet	sweet	ʨĩː	ʨĩː	tɕ ĩː		1098	1098	tɕ ĩː	i n	1098	sweet	c c	540-11/ts 702-4/i
4046	Rahung	sweet	sweet	ʨĩː	ʨĩː	tɕ ĩː		1098	1098	tɕ ĩː	i n	1098	sweet	c c	540-11/ts 702-4/i
4047	Rupa	sweet	sweet	a-ʦĩː ~ a-ʨĩː	a+ʦĩː	a + ts ĩː		1099 1098	1099 1098	- a + ts ĩː	n + i n	56 1098	u/a-prefix sweet	c + c c	242-2/u 0/n + 540-11/ts 702-4/i
4048	Shergaon	sweet	sweet	a-ʨĩː	a+ʨĩː	a + tɕ ĩː		1099 1098	1099 1098	- a + tɕ ĩː	n + i n	56 1098	u/a-prefix sweet	c + c c	242-2/u 0/n + 540-11/ts 702-4/i
4049	Khispi	swell	swell	pɕiŋ ~ ɕiŋ	pɕiŋ	p ɕ i ŋ		1100	1100	p !ɕ i ŋ	i m n c	464	fill	c c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4050	Duhumbi	swell	swell	pɕiŋ	pɕiŋ	p ɕ i ŋ		1100	1100	p !ɕ i ŋ	i m n c	464	fill	c c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4051	Khoina	swell	swell	pʰiŋ	pʰiŋ	pʰ i ŋ		1100	1100	pʰ !- i ŋ	i n c	464	fill	c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4052	Jerigaon	swell	swell	pʰiŋ	pʰiŋ	pʰ i ŋ		1100	1100	pʰ !- i ŋ	i n c	464	fill	c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4053	Khoitam	swell	swell	pʰiŋ	pʰiŋ	pʰ i ŋ		1100	1100	pʰ !- i ŋ	i n c	464	fill	c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4054	Rahung	swell	swell	pʰiŋ	pʰiŋ	pʰ i ŋ		1100	1100	pʰ !- i ŋ	i n c	464	fill	c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4055	Rupa	swell	swell	pʰiŋ	pʰiŋ	pʰ i ŋ		1100	1100	pʰ !- i ŋ	i n c	464	fill	c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4056	Shergaon	swell	swell	pʰiŋ	pʰiŋ	pʰ i ŋ		1100	1100	pʰ !- i ŋ	i n c	464	fill	c c c	773-2/p 681-1/ɕ 649-32/i 774-83/ŋ
4057	Khispi	tail	tail	ɲuj	ɲuj	ɲ u j		1102	1103	ɲ u j	i n c	1102	tail	c c c	344-16/ɲ 343-5/ɔ 722-40/j
4058	Duhumbi	tail	tail	ɲɔj	ɲɔj	ɲ ɔ j		1102	1103	ɲ ɔ j	i n c	1102	tail	c c c	344-16/ɲ 343-5/ɔ 722-40/j
4059	Khoina	tail	tail	a-naː	a+naː	a + n aː		1101 1102	1101 1102	- a + n aː -	n + i n	56 1102	u/a-prefix tail	c + c c	242-2/u 0/n + 344-16/ɲ 343-5/ɔ 722-40/j
4060	Jerigaon	tail	tail	a-nɛːʰ	a+nɛːʰ	a + n ɛːʰ		1101 1102	1101 1102	- a + n ɛːʰ -	n + i n	56 1102	u/a-prefix tail	c + c c	242-2/u 0/n + 344-16/ɲ 343-5/ɔ 722-40/j
4061	Khoitam	tail	tail	a-nɛːʰ	a+nɛːʰ	a + n ɛːʰ		1101 1102	1101 1102	- a + n ɛːʰ -	n + i n	56 1102	u/a-prefix tail	c + c c	242-2/u 0/n + 344-16/ɲ 343-5/ɔ 722-40/j
4062	Rahung	tail	tail	a-nɛːʰ	a+nɛːʰ	a + n ɛːʰ		1101 1102	1101 1102	- a + n ɛːʰ -	n + i n	56 1102	u/a-prefix tail	c + c c	242-2/u 0/n + 344-16/ɲ 343-5/ɔ 722-40/j
4063	Rupa	tail	tail	a-ɲaː	a+ɲaː	a + ɲ aː		1101 1102	1101 1102	- a + ɲ aː -	n + i n	56 1102	u/a-prefix tail	c + c c	242-2/u 0/n + 344-16/ɲ 343-5/ɔ 722-40/j
4064	Shergaon	tail	tail	a-ɲaː	a+ɲaː	a + ɲ aː		1101 1102	1101 1102	- a + ɲ aː -	n + i n	56 1102	u/a-prefix tail	c + c c	242-2/u 0/n + 344-16/ɲ 343-5/ɔ 722-40/j
4065	Khispi	take	take	tʰɔn	tʰɔn	tʰ ɔ n		1104	1104	tʰ !ɔ n	i n c	1104	take	c c c	46-31/tʰ 301-1/ɔ 353-1/n
4066	Duhumbi	take	take	tʰɔn	tʰɔn	tʰ ɔ n		1104	1104	tʰ !ɔ n	i n c	1104	take	c c c	46-31/tʰ 301-1/ɔ 353-1/n
4067	Khoina	take	take	tʰøː	tʰøː	tʰ øː		1104	1104	tʰ !øː -	i n	1104	take	c c	46-31/tʰ 301-1/ɔ 353-1/n
4068	Jerigaon	take	take	tʰøː	tʰøː	tʰ øː		1104	1104	tʰ !øː -	i n	1104	take	c c	46-31/tʰ 301-1/ɔ 353-1/n
4069	Khoitam	take	take	tʰĩː	tʰĩː	tʰ ĩː		1104	1104	tʰ !ĩː -	i n	1104	take	c c	46-31/tʰ 301-1/ɔ 353-1/n
4070	Rahung	take	take	tʰɛn-niː	tʰɛn+niː	tʰ ɛ n + n iː		1104 1105	1104 1105	tʰ !ɛ !n/- + n iː	i n c + i n	1104 1105	take take	c c c + c c	46-31/tʰ 301-1/ɔ 353-1/n + 0/n 0/n
4071	Rupa	take	take	tʰøː	tʰøː	tʰ øː		1104	1104	tʰ !øː -	i n	1104	take	c c	46-31/tʰ 301-1/ɔ 353-1/n
4072	Shergaon	take	take	tʰeː	tʰeː	tʰ eː		1104	1104	tʰ !eː -	i n	1104	take	c c	46-31/tʰ 301-1/ɔ 353-1/n
