# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	VARIANTS	NOTE
1577	Khispi	food	hɔj	hɔj		
1579	Khoina	food	haː	haː		
1580	Jerigaon	food	hɛ̃̄ː	hɛ̃̄ː		
1581	Khoitam	food	hɛ̃ˊˀ	hɛ̃ˊˀ		
1582	Rahung	food	hɛˀ	hɛˀ		
1583	Rupa	food	haˀ ~ haː	haˀ 	 haː	Variants
1584	Shergaon	food	haː	haː		
#
1587	Khoina	forehead	ma-kɔː	ma-kɔː		
1588	Jerigaon	forehead	mu-kɔː	mu-kɔː		
1589	Khoitam	forehead	mu-kɔː	mu-kɔː		
1590	Rahung	forehead	mə-koː	mə-koː		
1591	Rupa	forehead	mə-kaw	mə-kaw		
1592	Shergaon	forehead	mə-kaw	mə-kaw		
#
1595	Khoina	forest1	ri-ʂɛˀ	ri-ʂɛˀ		
1596	Jerigaon	forest1	rə-sɛˀ	rə-sɛˀ		
1597	Khoitam	forest1	a-sak	a-sak		
1598	Rahung	forest1	a-seˀ	a-seˀ		
1599	Rupa	forest1	ɟaŋ-seˀ ~ ʥaŋ-seˀ	ɟaŋ-seˀ 	 ʥaŋ-seˀ	Variants
1600	Shergaon	forest1	ʥaŋ-se	ʥaŋ-se		
#
1601	Khispi	forest2	ʥaŋ	ʥaŋ		
1602	Duhumbi	forest2	ʥaŋ	ʥaŋ		
1607	Rupa	forest2	ɟaŋ-seˀ	ɟaŋ-seˀ		
1608	Shergaon	forest2	ʥaŋ-se	ʥaŋ-se		
#
1609	Khispi	forget	(ganʥi) pʰak	pʰak		
1611	Khoina	forget	pʰlɐk	pʰlɐk		
1612	Jerigaon	forget	pʰlak	pʰlak		
1613	Khoitam	forget	pʰlak	pʰlak		
1614	Rahung	forget	pʰrak	pʰrak		
1615	Rupa	forget	pʰlak	pʰlak		
1616	Shergaon	forget	pʰlak	pʰlak		
#
1617	Khispi	four	p-ɕi	p-ɕi		
1618	Duhumbi	four	p-ɕi	p-ɕi		
1619	Khoina	four	p-ʂiː	p-ʂiː		
1620	Jerigaon	four	p-siː	p-siː		
1621	Khoitam	four	p-siː	p-siː		
1622	Rahung	four	p-siː	p-siː		
1623	Rupa	four	bə-siː	bə-siː		
1624	Shergaon	four	p-ɕi	p-ɕi		
#
1625	Khispi	friend	lɔk	lɔk		
1626	Duhumbi	friend	lɔk	lɔk		
1627	Khoina	friend	rɔk	rɔk		
1628	Jerigaon	friend	kʰ-rɔ̃ː ~ kʰu-rɔ̃ː	kʰ-rɔ̃ː 	 kʰu-rɔ̃ː	Variants
1629	Khoitam	friend	kʰə-nũː	kʰə-nũː		
1630	Rahung	friend	kʰə-nũː	kʰə-nũː		
1631	Rupa	friend	rɔk	rɔk		
1632	Shergaon	friend	rɔk	rɔk		
#
1633	Khispi	frog	duŋ-ta	duŋ-ta		
1634	Duhumbi	frog	duŋ-taˀ ~ dum-ta	duŋ-taˀ 	 dum-ta	Variants
1635	Khoina	frog	rə-tu	rə-tu		
1636	Jerigaon	frog	rɛk-tu	rɛk-tu		
1637	Khoitam	frog	rik-tu	rik-tu		
1638	Rahung	frog	rik-tu	rik-tu		
1639	Rupa	frog	riː-gə-tu	riː-gə-tu		
#
1641	Khispi	frost	nam-ba	nam-ba		
1645	Khoitam	frost	nam-bluː	nam-bluː		
1646	Rahung	frost	nam-bruː	nam-bruː		
1647	Rupa	frost	nam-bluː	nam-bluː		
1648	Shergaon	frost	nam-bluː	nam-bluː		
#
1653	Khoitam	fruit	mə-laŋ	mə-laŋ		
1654	Rahung	fruit	mə-laŋ	mə-laŋ		
1655	Rupa	fruit	mə-laŋ	mə-laŋ		
1656	Shergaon	fruit	mə-laŋ	mə-laŋ		
#
1659	Khoina	frying pan	kʰə-jaː	kʰə-jaː		
1661	Khoitam	frying pan	kʰ-jɛː	kʰ-jɛː		
1662	Rahung	frying pan	kʰi-jɛː	kʰi-jɛː		
1663	Rupa	frying pan	kʰ-jaː	kʰ-jaː		
#
1665	Khispi	full	pɕiŋ- ~ ɕiŋ-ba	pɕiŋ- 	 ɕiŋ-ba	Variants
1666	Duhumbi	full	pɕiŋ-ba	pɕiŋ-ba		
1667	Khoina	full	a-pʰiŋ	a-pʰiŋ		
1668	Jerigaon	full	a-pʰiŋ	a-pʰiŋ		
1669	Khoitam	full	a-pʰiŋ	a-pʰiŋ		
1670	Rahung	full	a-pʰiŋ	a-pʰiŋ		
1671	Rupa	full	pʰiŋ-ba	pʰiŋ-ba		
1672	Shergaon	full	pʰiŋ	pʰiŋ		
#
1673	Khispi	gall, bile	ɕa-ɕi	ɕa-ɕi		
1675	Khoina	gall, bile	a-ʦʰiʰ	a-ʦʰiʰ		
1676	Jerigaon	gall, bile	a-ʨʰiʰ	a-ʨʰiʰ		
1677	Khoitam	gall, bile	a-ʨʰiʰ	a-ʨʰiʰ		
1678	Rahung	gall, bile	a-ʨʰiʰ	a-ʨʰiʰ		
1679	Rupa	gall, bile	a-ʨʰiʰ	a-ʨʰiʰ		
1680	Shergaon	gall, bile	a-ʨʰi	a-ʨʰi		
#
1681	Khispi	garden	suɹ-ʨʰuɹ	suɹ-ʨʰuɹ		
1682	Duhumbi	garden	sɔɹ-ʨʰuɹ	sɔɹ-ʨʰuɹ		
1685	Khoitam	garden	moː-ʨʰɔɹ	moː-ʨʰɔɹ		
#
1689	Khispi	garlic	maŋ	maŋ		
1690	Duhumbi	garlic	maŋ	maŋ		
1691	Khoina	garlic	ma-siŋ	ma-siŋ		
1692	Jerigaon	garlic	mɔr-siŋ	mɔr-siŋ		
1693	Khoitam	garlic	mɔ-siŋ	mɔ-siŋ		
1695	Rupa	garlic	mɔŋ-siŋ	mɔŋ-siŋ		
1696	Shergaon	garlic	mɔŋ-siŋ	mɔŋ-siŋ		
#
1697	Khispi	give	ɕi	ɕi		
1698	Duhumbi	give	ɕi	ɕi		
1699	Khoina	give	ʦʰiː	ʦʰiː		
1700	Jerigaon	give	ʨʰiː	ʨʰiː		
1701	Khoitam	give	ʨʰiː	ʨʰiː		
1702	Rahung	give	ʨʰiː	ʨʰiː		
1703	Rupa	give	ʨʰiː  ~ ʣiː	ʨʰiː  	 ʣiː	Variants
1704	Shergaon	give	cʰiː	cʰiː		
#
1705	Khispi	go	ɔŋ	ɔŋ		
1706	Duhumbi	go	ɔŋ	ɔŋ		
1707	Khoina	go	ɔŋ	ɔŋ		
1708	Jerigaon	go	aŋ	aŋ		
1709	Khoitam	go	aŋ	aŋ		
1710	Rahung	go	ɔŋ	ɔŋ		
1711	Rupa	go	ɔŋ	ɔŋ		
1712	Shergaon	go	ɔŋ	ɔŋ		
#
1715	Khoina	goat	sy-ʣøː	sy-ʣøː		
1716	Jerigaon	goat	sə-ʥøː	sə-ʥøː		
1717	Khoitam	goat	ʥə-zĩː	ʥə-zĩː		
1718	Rahung	goat	zyː	zyː		
1719	Rupa	goat	zøː ~ zɛ̃ː	zøː 	 zɛ̃ː	Variants
1720	Shergaon	goat	zɛ̃ː	zɛ̃ː		
#
1721	Khispi	goitre	du-lu	du-lu		
1722	Duhumbi	goitre	du-luˀ ~ dɔ-rɔˀ	du-luˀ 	 dɔ-rɔˀ	Variants
1724	Jerigaon	goitre	d-rɔ	d-rɔ		
1725	Khoitam	goitre	d-rɔː	d-rɔː		
1726	Rahung	goitre	d-roː	d-roː		
1727	Rupa	goitre	də-raw	də-raw		
1728	Shergaon	goitre	də-raw	də-raw		
#
1729	Khispi	gold	sɛl	sɛl		
1730	Duhumbi	gold	sɛɹ	sɛɹ		
1731	Khoina	gold	siŋ	siŋ		
1732	Jerigaon	gold	siŋ	siŋ		
1733	Khoitam	gold	sɛɹ	sɛɹ		
1734	Rahung	gold	sɛɹ	sɛɹ		
1735	Rupa	gold	sin	sin		
1736	Shergaon	gold	sin	sin		
#
1738	Duhumbi	good	ɔ-ʥɔp	ɔ-ʥɔp		
1739	Khoina	good	a-dʐaˀ	a-dʐaˀ		
1740	Jerigaon	good	a-ʥɛˀ	a-ʥɛˀ		
1741	Khoitam	good	a-ʥap	a-ʥap		
1742	Rahung	good	a-ʥap	a-ʥap		
1743	Rupa	good	a-ɟap ~ a-ʥap	a-ɟap 	 a-ʥap	Variants
1744	Shergaon	good	a-ʥap	a-ʥap		
#
1745	Khispi	goral	ɕa-ʑɛl	ɕa-ʑɛl		
1746	Duhumbi	goral	ɕa-zɛɹ	ɕa-zɛɹ		
1748	Jerigaon	goral	sə-zɛn	sə-zɛn		
1749	Khoitam	goral	ʥə-zan	ʥə-zan		
1750	Rahung	goral	zan	zan		
1751	Rupa	goral	zan	zan		
1752	Shergaon	goral	zan	zan		
#
1753	Khispi	gourd	kʰa-ʨʰɔŋ (law)	kʰa-ʨʰɔŋ		
1755	Khoina	gourd	kʰ-ʨʰuŋ	kʰ-ʨʰuŋ		
1758	Rahung	gourd	kʰ-ʨʰuŋ	kʰ-ʨʰuŋ		
#
1763	Khoina	grandfather	a-suː	a-suː		
1766	Rahung	grandfather	a-suː	a-suː		
1767	Rupa	grandfather	a-suː	a-suː		
#
1769	Khispi	grandmother	a-ji	a-ji		
1770	Duhumbi	grandmother	a-ji	a-ji		
1771	Khoina	grandmother	a-jɐʰ	a-jɐʰ		
1772	Jerigaon	grandmother	a-jɐʰ	a-jɐʰ		
1773	Khoitam	grandmother	a-jɔʰ	a-jɔʰ		
1774	Rahung	grandmother	A-jɔʰ	A-jɔʰ		
1775	Rupa	grandmother	a-jɔʰ	a-jɔʰ		
1776	Shergaon	grandmother	a-jiː	a-jiː		
#
1777	Khispi	green	jaŋ ~ ʥaŋ-ku	jaŋ 	 ʥaŋ-ku	Variants
1778	Duhumbi	green	jaŋ	jaŋ		
1779	Khoina	green	ɔ-xɐ̃ː	ɔ-xɐ̃ː		
1780	Jerigaon	green	ɔ-hɐ̃ː	ɔ-hɐ̃ː		
1781	Khoitam	green	ɔ-hɔ̃ː	ɔ-hɔ̃ː		
1782	Rahung	green	ɔ-hɔ̃ː	ɔ-hɔ̃ː		
1783	Rupa	green	ɔ-hɔ̃ː	ɔ-hɔ̃ː		
1784	Shergaon	green	ɔ-hɔ̃ː	ɔ-hɔ̃ː		
#
1787	Khoina	grind, pound	ʐyː	ʐyː		
1788	Jerigaon	grind, pound	zyː	zyː		
1789	Khoitam	grind, pound	zyː(n)	zyː		
1790	Rahung	grind, pound	zyː	zyː		
1791	Rupa	grind, pound	zyː(n)	zyː		
1792	Shergaon	grind, pound	ziː	ziː		
#
1794	Duhumbi	gum	ɕa-ɲi-lum	ɕa-ɲi-lum		
1795	Khoina	gum	mə-ʂə-rĩː	mə-ʂə-rĩː		
1798	Rahung	gum	sə-niŋ	sə-niŋ		
1799	Rupa	gum	sə-ɲiŋ	sə-ɲiŋ		
#
1803	Khoina	hail	na-jyŋ	na-jyŋ		
1804	Jerigaon	hail	nə-jiŋ	nə-jiŋ		
1805	Khoitam	hail	ny-jiŋ	ny-jiŋ		
1806	Rahung	hail	niŋ  ~ niŋ nam-bruː	niŋ  	 niŋ nam-bruː	Variants
1807	Rupa	hail	ny-jyŋ	ny-jyŋ		
#
1809	Khispi	hair (body): feather	mul ~ mur	mul 	 mur	Variants
1811	Khoina	hair (body): feather	a-miŋ	a-miŋ		
1812	Jerigaon	hair (body): feather	a-miŋ	a-miŋ		
1813	Khoitam	hair (body): feather	a-miŋ	a-miŋ		
1814	Rahung	hair (body): feather	a-miŋ	a-miŋ		
1815	Rupa	hair (body): feather	a-miŋ	a-miŋ		
1816	Shergaon	hair (body): feather	a-miŋ ~ min-du	a-miŋ 	 min-du	Variants
#
1817	Khispi	hair (head)	kʰu-ɕaŋ	kʰu-ɕaŋ		
1818	Duhumbi	hair (head)	kʰu-ɕaŋ ~ kʰu-zjaŋ	kʰu-ɕaŋ 	 kʰu-zjaŋ	Variants
1819	Khoina	hair (head)	gə-ʐaŋ	gə-ʐaŋ		
1820	Jerigaon	hair (head)	gə-zaŋ	gə-zaŋ		
1821	Khoitam	hair (head)	gə-zaŋ	gə-zaŋ		
1822	Rahung	hair (head)	gə-zaŋ	gə-zaŋ		
1823	Rupa	hair (head)	gə-zaŋ	gə-zaŋ		
1824	Shergaon	hair (head)	gə-zaŋ	gə-zaŋ		
#
1826	Duhumbi	halt, stop	kak	kak		
1827	Khoina	halt, stop	kʰɐk	kʰɐk		
1830	Rahung	halt, stop	gak	gak		
#
1833	Khispi	hand, arm	hut	hut		
1834	Duhumbi	hand, arm	hut	hut		
1835	Khoina	hand, arm	ik	ik		
1836	Jerigaon	hand, arm	ik	ik		
1837	Khoitam	hand, arm	ik	ik		
1838	Rahung	hand, arm	ik	ik		
1839	Rupa	hand, arm	ik	ik		
1840	Shergaon	hand, arm	ik	ik		
#
1844	Jerigaon	hard	a-ʨuː	a-ʨuː		
1845	Khoitam	hard	a-ʨuː	a-ʨuː		
1846	Rahung	hard	a-ʨuː	a-ʨuː		
1847	Rupa	hard	a-ʦuː ~ a-ʨuː	a-ʦuː 	 a-ʨuː	Variants
1848	Shergaon	hard	a-ʨuː	a-ʨuː		
#
1850	Duhumbi	hatch	ʦɔk	ʦɔk		
1851	Khoina	hatch	ʦɔk	ʦɔk		
1853	Khoitam	hatch	ʨɔk	ʨɔk		
1854	Rahung	hatch	ʨɔk	ʨɔk		
#
1857	Khispi	head	kʰɔ-lɔk	kʰɔ-lɔk		
1858	Duhumbi	head	kʰɔ-lɔk	kʰɔ-lɔk		
1860	Jerigaon	head	kʰ-ruk	kʰ-ruk		
1861	Khoitam	head	kʰ-ruk	kʰ-ruk		
1862	Rahung	head	kʰ-ruk	kʰ-ruk		
1863	Rupa	head	kʰ-ruk	kʰ-ruk		
1864	Shergaon	head	kʰ-ruk	kʰ-ruk		
#
1865	Khispi	heart	lɔŋ-tʰa ~ luŋ-tʰa	lɔŋ-tʰa 	 luŋ-tʰa	Variants
1866	Duhumbi	heart	luŋ-tʰak	luŋ-tʰak		
1867	Khoina	heart	ʂə-lyŋ	ʂə-lyŋ		
1868	Jerigaon	heart	sə-lyŋ	sə-lyŋ		
1869	Khoitam	heart	sə-lyŋ	sə-lyŋ		
1870	Rahung	heart	sə-lyŋ	sə-lyŋ		
1871	Rupa	heart	s(ə)-lyŋ	s-lyŋ		
1872	Shergaon	heart	sə-luŋ	sə-luŋ		
#
1873	Khispi	hearth, fireplace	bu-du	bu-du		
1874	Duhumbi	hearth, fireplace	bɛj-dup ~ bu-dup	bɛj-dup 	 bu-dup	Variants
1877	Khoitam	hearth, fireplace	b-rɔp	b-rɔp		
1878	Rahung	hearth, fireplace	b-r-p	b-r-p		
1879	Rupa	hearth, fireplace	b-rɔp	b-rɔp		
1880	Shergaon	hearth, fireplace	b-rɔk	b-rɔk		
#
1881	Khispi	heavy	u-li	u-li		
1882	Duhumbi	heavy	u-li	u-li		
1883	Khoina	heavy	a-liː	a-liː		
1884	Jerigaon	heavy	a-liː	a-liː		
1885	Khoitam	heavy	a-liː	a-liː		
1886	Rahung	heavy	a-liː	a-liː		
1887	Rupa	heavy	a-liː	a-liː		
1888	Shergaon	heavy	a-liː	a-liː		
#
1891	Khoina	here	tʰa ~ tʰə-nɔː-rɔ	tʰa 	 tʰə-nɔː-rɔ	Variants
1892	Jerigaon	here	tʰ-rɔ ~ u-tʰu-rɔ	tʰ-rɔ 	 u-tʰu-rɔ	Variants
1893	Khoitam	here	tʰ-ru	tʰ-ru		
1894	Rahung	here	tʰ-ruŋ	tʰ-ruŋ		
1895	Rupa	here	tʰu-gɔ	tʰu-gɔ		
1896	Shergaon	here	tʰɔ	tʰɔ		
#
1897	Khispi	hide	uk	uk		
1898	Duhumbi	hide	uk	uk		
1899	Khoina	hide	uk	uk		
1900	Jerigaon	hide	uk	uk		
1901	Khoitam	hide	uk	uk		
1902	Rahung	hide	uk	uk		
1903	Rupa	hide	uk	uk		
1904	Shergaon	hide	uk	uk		
#
1905	Khispi	hold	zum	zum		
1906	Duhumbi	hold	zum	zum		
1908	Jerigaon	hold	zøn	zøn		
1909	Khoitam	hold	zɔm	zɔm		
1911	Rupa	hold	zɔm	zɔm		
1912	Shergaon	hold	zɔm	zɔm		
#
1913	Khispi	honey	ʨʰi-ʨʰu	ʨʰi-ʨʰu		
1914	Duhumbi	honey	ʨʰi-ʨʰu ~ ʨʰu-ʨʰu	ʨʰi-ʨʰu 	 ʨʰu-ʨʰu	Variants
1915	Khoina	honey	ʦʰiː	ʦʰiː		
1916	Jerigaon	honey	ʨʰiː	ʨʰiː		
1917	Khoitam	honey	ʦʰə-siː ~ ʦʰ-siː ~ ʦʰiː	ʦʰə-siː 	 ʦʰ-siː  ʦʰiː	Variants
1919	Rupa	honey	ʨʰiː	ʨʰiː		
1920	Shergaon	honey	ʨʰiː	ʨʰiː		
#
1921	Khispi	horn	kʰɛŋ	kʰɛŋ		
1922	Duhumbi	horn	kʰjɛŋ	kʰjɛŋ		
1923	Khoina	horn	tʂʰajŋ	tʂʰajŋ		
1924	Jerigaon	horn	ʨʰɛŋ	ʨʰɛŋ		
1925	Khoitam	horn	ʨʰɛŋ	ʨʰɛŋ		
1926	Rahung	horn	ʨʰɛŋ	ʨʰɛŋ		
1927	Rupa	horn	kʰɛŋ	kʰɛŋ		
1928	Shergaon	horn	kʰɛŋ	kʰɛŋ		
#
1931	Khoina	hornbill	ʨʰa-lu-wɔ̃ːʹ(ŋ)	ʨʰa-lu-wɔ̃ːʹ		
1933	Khoitam	hornbill	pʰu-lũː(ŋ)	pʰu-lũː		
1934	Rahung	hornbill	hu-lũŋ	hu-lũŋ		
1935	Rupa	hornbill	də-wɔŋ	də-wɔŋ		
#
1938	Duhumbi	hornet	ʨʰik-ʨʰu kʰɔ-lɔk	ʨʰik-ʨʰu kʰɔ-lɔk		
1939	Khoina	hornet	də-ʦʰyː	də-ʦʰyː		
1940	Jerigaon	hornet	ʨʰyː ~ sə-ʨʰyː(ŋ)	ʨʰyː 	 sə-ʨʰyː	Variants
1941	Khoitam	hornet	ʦʰ-syː ~ ʦʰə-syː	ʦʰ-syː 	 ʦʰə-syː	Variants
1943	Rupa	hornet	də-ʨʰøː	də-ʨʰøː		
#
1945	Khispi	horse	ɕ-ta	ɕ-ta		
1946	Duhumbi	horse	ɕ-taˀ ~ ɕip-taˀ	ɕ-taˀ 	 ɕip-taˀ	Variants
1947	Khoina	horse	ʂ-tu	ʂ-tu		
1948	Jerigaon	horse	s-tu	s-tu		
1949	Khoitam	horse	s-tu	s-tu		
1950	Rahung	horse	s-tu	s-tu		
1951	Rupa	horse	s-tu	s-tu		
1952	Shergaon	horse	s-tu	s-tu		
#
1954	Duhumbi	horsefly	tam-pi	tam-pi		
1955	Khoina	horsefly	tim-pu la-dʐɔː	tim-pu la-dʐɔː		
1957	Khoitam	horsefly	tam-pi la-ʥɔŋ	tam-pi la-ʥɔŋ		
1958	Rahung	horsefly	ʨa-pim-ʥɔŋ	ʨa-pim-ʥɔŋ		
#
1961	Khispi	house	wam	wam		
1962	Duhumbi	house	wam	wam		
1963	Khoina	house	jan	jan		
1964	Jerigaon	house	jan ~ jɛn	jan 	 jɛn	Variants
1965	Khoitam	house	jam	jam		
1966	Rahung	house	jam	jam		
1967	Rupa	house	jam	jam		
1968	Shergaon	house	jam	jam		
#
1969	Khispi	how many	a-pʰi-n	a-pʰi-n		
1970	Duhumbi	how many	a-pʰi ~ a-pʰi-hin ~ a-pʰi-n	a-pʰi 	 a-pʰi-hin  a-pʰi-n	Variants
1971	Khoina	how many	nə-pʰaː hɛn	nə-pʰaː hɛn		
1974	Rahung	how many	mə-pʰɛː-hɛn	mə-pʰɛː-hɛn		
1975	Rupa	how many	ɲə-pãj-jaː-aː  ~ ja-pãj	ɲə-pãj-jaː-aː  	 ja-pãj	Variants
1976	Shergaon	how many	nə-pà̄-n	nə-pà̄-n		
#
1977	Khispi	human being	bu-dun	bu-dun		
1978	Duhumbi	human being	bu-dun	bu-dun		
1979	Khoina	human being	ʥə-riŋ	ʥə-riŋ		
1980	Jerigaon	human being	ʥə-riŋ	ʥə-riŋ		
1981	Khoitam	human being	ʥə-riŋ	ʥə-riŋ		
1982	Rahung	human being	ʥə-riŋ	ʥə-riŋ		
1983	Rupa	human being	ʥə-rin	ʥə-rin		
1984	Shergaon	human being	ʥi-rin	ʥi-rin		
#
1985	Khispi	human being prefix	bi-	bi-		
1986	Duhumbi	human being prefix	bi-	bi-		
1987	Khoina	human being prefix	ʣi- ~ ʥi-	ʣi- 	 ʥi-	Variants
1988	Jerigaon	human being prefix	ʥi-	ʥi-		
1989	Khoitam	human being prefix	ʥi-	ʥi-		
1990	Rahung	human being prefix	ʥi-	ʥi-		
1991	Rupa	human being prefix	ʥi- ~ ʣi-	ʥi- 	 ʣi-	Variants
1992	Shergaon	human being prefix	ʥi-	ʥi-		
#
1993	Khispi	hungry (vi)	kʰam	kʰam		
1994	Duhumbi	hungry (vi)	kʰam	kʰam		
1995	Khoina	hungry (vi)	a-kʰũː(ŋ)-dy	a-kʰũː-dy		
1996	Jerigaon	hungry (vi)	kʰɔ̃ː(ŋ)	kʰɔ̃ː		
1997	Khoitam	hungry (vi)	kʰũː(ŋ)	kʰũː		
1998	Rahung	hungry (vi)	kʰũː(ŋ)	kʰũː		
1999	Rupa	hungry (vi)	kʰũː(ŋ)	kʰũː		
2000	Shergaon	hungry (vi)	kʰɔ̃ː	kʰɔ̃ː		
#
2001	Khispi	hunter	ɕa-pa	ɕa-pa		
2002	Duhumbi	hunter	ɕa-pa	ɕa-pa		
2003	Khoina	hunter	sa-pɐ	sa-pɐ		
2004	Jerigaon	hunter	sa-pɐ	sa-pɐ		
2005	Khoitam	hunter	sa-pɔ	sa-pɔ		
2006	Rahung	hunter	sa-pɔ	sa-pɔ		
2007	Rupa	hunter	sa-pɔ	sa-pɔ		
2008	Shergaon	hunter	sa-po	sa-po		
#
2009	Khispi	husband	u-ja	u-ja		
2010	Duhumbi	husband	ɔj	ɔj		
2011	Khoina	husband	a-jaː	a-jaː		
2012	Jerigaon	husband	a-jɛːʰ	a-jɛːʰ		
2013	Khoitam	husband	a-jɛːʰ	a-jɛːʰ		
2014	Rahung	husband	a-jɛːʰ	a-jɛːʰ		
2015	Rupa	husband	a-jaː	a-jaː		
2016	Shergaon	husband	a-jaː	a-jaː		
#
2017	Khispi	ice	kʰɛk	kʰɛk		
2018	Duhumbi	ice	kʰɛt	kʰɛt		
2021	Khoitam	ice	kak	kak		
2022	Rahung	ice	kak	kak		
2023	Rupa	ice	kak	kak		
2024	Shergaon	ice	kak	kak		
#
2025	Khispi	imperative	-ma	-ma		
2026	Duhumbi	imperative	-ma	-ma		
2027	Khoina	imperative	-ma	-ma		
2028	Jerigaon	imperative	-ma	-ma		
2029	Khoitam	imperative	-mɔ	-mɔ		
2030	Rahung	imperative	-mɔ	-mɔ		
2031	Rupa	imperative	-mɔ	-mɔ		
2032	Shergaon	imperative	-mɔ	-mɔ		
#
2035	Khoina	in	a-lyŋ	a-lyŋ		
2036	Jerigaon	in	a-lyŋ	a-lyŋ		
2037	Khoitam	in	a-lyŋ	a-lyŋ		
2038	Rahung	in	a-lyŋ	a-lyŋ		
2039	Rupa	in	a-lyŋ	a-lyŋ		
2040	Shergaon	in	a-luŋ	a-luŋ		
#
2049	Khispi	insect	pʰu	pʰu		
2050	Duhumbi	insect	pʰu	pʰu		
2051	Khoina	insect	pʰyː(j)	pʰyː		
2052	Jerigaon	insect	pʰyː	pʰyː		
2053	Khoitam	insect	pʰyː	pʰyː		
2054	Rahung	insect	pʰyː(j)	pʰyː		
2055	Rupa	insect	pʰyː	pʰyː		
2056	Shergaon	insect	pʰiː	pʰiː		
#
2059	Khoina	intestines	a-haː	a-haː		
2060	Jerigaon	intestines	a-lɛːʰ	a-lɛːʰ		
2061	Khoitam	intestines	a-lɛːʰ ~ a-rɛːʰ	a-lɛːʰ 	 a-rɛːʰ	Variants
2062	Rahung	intestines	a-lɛːʰ	a-lɛːʰ		
2063	Rupa	intestines	a-laː	a-laː		
2064	Shergaon	intestines	a-laː	a-laː		
#
2067	Khoina	iron	sɛ̃ĩ	sɛ̃ĩ		
2068	Jerigaon	iron	sɛ̃ĩ	sɛ̃ĩ		
2069	Khoitam	iron	ʨĩˀ	ʨĩˀ		
2070	Rahung	iron	ʨĩˀ	ʨĩˀ		
2071	Rupa	iron	sɛ̃ːˀ	sɛ̃ːˀ		
2072	Shergaon	iron	sɛ̃ː	sɛ̃ː		
#
2073	Khispi	itch	aw	aw		
2074	Duhumbi	itch	aw	aw		
2075	Khoina	itch	ɔː	ɔː		
2076	Jerigaon	itch	ɔː	ɔː		
2077	Khoitam	itch	oː	oː		
2078	Rahung	itch	oː	oː		
2079	Rupa	itch	oː	oː		
2080	Shergaon	itch	oː	oː		
#
2081	Khispi	jackal	mej-lɔŋ	mej-lɔŋ		
2082	Duhumbi	jackal	mɛj-rɔŋ	mɛj-rɔŋ		
2084	Jerigaon	jackal	mɛ-rɔŋ	mɛ-rɔŋ		
2087	Rupa	jackal	mə-ryŋ	mə-ryŋ		
2088	Shergaon	jackal	maj-rɔŋ	maj-rɔŋ		
#
2097	Khispi	jump	ʥɔŋ	ʥɔŋ		
2098	Duhumbi	jump	ʥɔŋ	ʥɔŋ		
2099	Khoina	jump	ʦʰɛː	ʦʰɛː		
2101	Khoitam	jump	ʨʰɔː	ʨʰɔː		
2102	Rahung	jump	ʨʰoː	ʨʰoː		
2103	Rupa	jump	ʦʰaw	ʦʰaw		
#
2105	Khispi	keep, remain	da	da		
2106	Duhumbi	keep, remain	da	da		
2108	Jerigaon	keep, remain	ruː	ruː		
2111	Rupa	keep, remain	ruː	ruː		
#
2121	Khispi	kick (v)	lɛj tɔm	lɛj tɔm		
2122	Duhumbi	kick (v)	lɛj tɔm	lɛj tɔm		
2123	Khoina	kick (v)	la-tʂʰyː tuŋ	la-tʂʰyː tuŋ		
2124	Jerigaon	kick (v)	la-ʨʰyː tuŋ ~ la-ʨʰøː tuŋ	la-ʨʰyː tuŋ 	 la-ʨʰøː tuŋ	Variants
2125	Khoitam	kick (v)	la-ʨʰyː rɛˀ	la-ʨʰyː rɛˀ		
2126	Rahung	kick (v)	la-ʨʰyː rɛˀ	la-ʨʰyː rɛˀ		
2127	Rupa	kick (v)	la-kʰyː raˀ	la-kʰyː raˀ		
2128	Shergaon	kick (v)	la-kʰiː raˀ	la-kʰiː raˀ		
#
2129	Khispi	kill	at	at		
2130	Duhumbi	kill	at	at		
2131	Khoina	kill	ɐ	ɐ		
2132	Jerigaon	kill	ɐˀ	ɐˀ		
2133	Khoitam	kill	ɔˀ	ɔˀ		
2134	Rahung	kill	ɔˀ	ɔˀ		
2135	Rupa	kill	ɔˀ	ɔˀ		
2136	Shergaon	kill	ɔ	ɔ		
#
2137	Khispi	kiss (n)	ʨup	ʨup		
2138	Duhumbi	kiss (n)	ʨup	ʨup		
2139	Khoina	kiss (n)	ʦyː	ʦyː		
2141	Khoitam	kiss (n)	ʨup	ʨup		
2142	Rahung	kiss (n)	ʨup	ʨup		
2143	Rupa	kiss (n)	ʦup	ʦup		
#
2145	Khispi	knee	kɔː-lɔk-pa	kɔː-lɔk-pa		
2146	Duhumbi	knee	kɔː-lɔk-pa	kɔː-lɔk-pa		
2147	Khoina	knee	ja-pʰyk kraː	ja-pʰyk kraː		
2148	Jerigaon	knee	la-pʰyk kriː	la-pʰyk kriː		
2149	Khoitam	knee	lə-pʰik-kʰɔm ~ lə-kʰyk-kʰɔm	lə-pʰik-kʰɔm 	 lə-kʰyk-kʰɔm	Variants
2150	Rahung	knee	la-pʰik-kʰɔm ~ la-pʰik-kʰøm	la-pʰik-kʰɔm 	 la-pʰik-kʰøm	Variants
